"Genus"
"Taxon_1" "[Arcobacter] porcinus"
Sphingobacterium hotanense	649196	S	75	33	108	0.00003
Solitalea canadensis	995	S	272	9	281	0.00008
Olivibacter sp. SDN3	2764720	S	163	38	201	0.00005
Olivibacter sp. LS-1	2592345	S	27	266	293	0.00008
Anseongella ginsenosidimutans	496056	S	181	4	185	0.00005
Pseudopedobacter saltans	151895	S	175	220	395	0.00011
Bacteroides sp. HF-5287	2650157	S	56	33	89	0.00002
Bacteroides sp. CBA7301	2715212	S	49	3	52	0.00001
Bacteroides sp. M10	2763022	S	25	33	58	0.00002
Bacteroides sp. HF-5141	2650158	S	13	5	18	0.00000
Bacteroides thetaiotaomicron	818	S	148	39	187	0.00005
Bacteroides cellulosilyticus	246787	S	84	16	100	0.00003
Bacteroides fragilis	817	S	74	136	210	0.00006
Bacteroides eggerthii	28111	S	71	33	104	0.00003
Bacteroides intestinalis	329854	S	66	6	72	0.00002
Bacteroides zoogleoformans	28119	S	46	12	58	0.00002
Bacteroides coprosuis	151276	S	38	2	40	0.00001
Bacteroides caccae	47678	S	37	2	39	0.00001
Bacteroides helcogenes	290053	S	37	1	38	0.00001
Bacteroides xylanisolvens	371601	S	36	67	103	0.00003
Bacteroides heparinolyticus	28113	S	30	8	38	0.00001
Bacteroides caecimuris	1796613	S	27	19	46	0.00001
Bacteroides uniformis	820	S	22	32	54	0.00001
Bacteroides ovatus	28116	S	16	23	39	0.00001
Alistipes dispar	2585119	S	125	15	140	0.00004
Alistipes shahii	328814	S	90	48	138	0.00004
Alistipes onderdonkii	328813	S	78	18	96	0.00003
Alistipes indistinctus	626932	S	77	13	90	0.00002
Alistipes megaguti	2364787	S	76	7	83	0.00002
Alistipes sp. dk3624	2662363	S	55	16	71	0.00002
Alistipes communis	2585118	S	54	25	79	0.00002
Alistipes finegoldii	214856	S	53	23	76	0.00002
Prevotella intermedia	28131	S	95	21	116	0.00003
Prevotella copri	165179	S	69	55	124	0.00003
Prevotella sp. WR041	2801997	S	43	0	43	0.00001
Prevotella sp. oral taxon 299	652716	S	19	1	20	0.00001
Prevotella dentalis	52227	S	57	9	66	0.00002
Prevotella melaninogenica	28132	S	55	14	69	0.00002
Prevotella denticola	28129	S	35	4	39	0.00001
Prevotella enoeca	76123	S	31	4	35	0.00001
Prevotella ruminicola	839	S	29	0	29	0.00001
Prevotella oris	28135	S	24	1	25	0.00001
Prevotella fusca	589436	S	16	2	18	0.00000
Prevotella jejuni	1177574	S	11	1	12	0.00000
Alloprevotella sp. E39	2133944	S	50	3	53	0.00001
Paraprevotella xylaniphila	454155	S	23	11	34	0.00001
Dysgonomonas sp. HDW5A	2714926	S	52	31	83	0.00002
Dysgonomonas sp. HDW5B	2714927	S	35	20	55	0.00001
Petrimonas mucosa	1642646	S	122	1	123	0.00003
Proteiniphilum saccharofermentans	1642647	S	59	3	62	0.00002
Tannerella forsythia	28112	S	84	10	94	0.00003
Tannerella sp. oral taxon HOT-286	712710	S	60	7	67	0.00002
Parabacteroides goldsteinii	328812	S	64	3	67	0.00002
Parabacteroides distasonis	823	S	22	65	87	0.00002
Phocaeicola coprophilus	387090	S	65	52	117	0.00003
Phocaeicola dorei	357276	S	61	68	129	0.00003
Phocaeicola salanitronis	376805	S	41	12	53	0.00001
Phocaeicola vulgatus	821	S	28	23	51	0.00001
Butyricimonas faecalis	2093856	S	65	56	121	0.00003
Butyricimonas virosa	544645	S	48	14	62	0.00002
Odoribacter splanchnicus	28118	S	75	6	81	0.00002
Sodaliphilus pleomorphus	2606626	S	82	66	148	0.00004
Muribaculum gordoncarteri	2530390	S	36	2	38	0.00001
Muribaculum intestinale	1796646	S	27	1	28	0.00001
Duncaniella dubosii	2518971	S	26	1	27	0.00001
Porphyromonas gingivalis	837	S	50	8	58	0.00002
Porphyromonas asaccharolytica	28123	S	32	1	33	0.00001
Porphyromonas crevioricanis	393921	S	32	9	41	0.00001
Porphyromonas cangingivalis	36874	S	31	6	37	0.00001
Paludibacter propionicigenes	185300	S	110	1	111	0.00003
Barnesiella viscericola	397865	S	53	29	82	0.00002
Coprobacter sp. 2CBH44	2751153	S	36	16	52	0.00001
Salinivirga cyanobacteriivorans	1307839	S	64	1	65	0.00002
Tenuifilum thalassicum	2590900	S	41	0	41	0.00001
Draconibacterium orientale	1168034	S	145	12	157	0.00004
Draconibacterium sp. M1	2706887	S	93	7	100	0.00003
Alkalitalea saponilacus	889453	S	134	9	143	0.00004
Labilibaculum antarcticum	1717717	S	59	2	61	0.00002
Rhodothermus marinus	29549	S	434	2	436	0.00012
Salinibacter ruber	146919	S	197	0	197	0.00005
Haliscomenobacter hydrossis	2350	S	354	13	367	0.00010
Saprospira grandis	1008	S	89	2	91	0.00002
Chlorobium limicola	1092	S	116	6	122	0.00003
Chlorobium phaeobacteroides	1096	S	115	12	127	0.00003
Chlorobium chlorochromatii	337090	S	24	0	24	0.00001
Chlorobium phaeovibrioides	1094	S	22	2	24	0.00001
Pelodictyon luteolum	1100	S	74	6	80	0.00002
Pelodictyon phaeoclathratiforme	34090	S	54	1	55	0.00001
Chlorobaculum limnaeum	274537	S	86	9	95	0.00003
Chlorobaculum tepidum	1097	S	85	17	102	0.00003
Chlorobaculum parvum	274539	S	50	6	56	0.00002
Prosthecochloris sp. GSB1	281093	S	45	1	46	0.00001
Prosthecochloris sp. HL-130-GSB	1974213	S	30	3	33	0.00001
Prosthecochloris sp. CIB 2401	1868325	S	26	3	29	0.00001
Prosthecochloris aestuarii	1102	S	13	0	13	0.00000
Chloroherpeton thalassium	100716	S	80	0	80	0.00002
Ignavibacterium album	591197	S	86	2	88	0.00002
Melioribacter roseus	1134405	S	61	0	61	0.00002
Candidatus Cyclonatronum proteinivorum	1457365	S	101	13	114	0.00003
Gemmatimonas phototrophica	1379270	S	5019	267	5286	0.00142
Gemmatimonas sp. TET16	2732249	S	3079	127	3206	0.00086
Gemmatimonas aurantiaca	173480	S	2282	86	2368	0.00064
Gemmatirosa kalamazoonesis	861299	S	2248	153	2401	0.00065
Fibrobacter succinogenes	833	S	74	0	74	0.00002
Candidatus Cloacimonas acidaminovorans	456827	S	15	0	15	0.00000
Pirellula sp. SH-Sr6A	1632865	S	36826	969	37795	0.01017
Pirellula staleyi	125	S	2787	146	2933	0.00079
Stieleria neptunia	2527979	S	5635	1161	6796	0.00183
Stieleria maiorica	2795974	S	3402	1362	4764	0.00128
Rosistilla oblonga	2527990	S	2715	685	3400	0.00092
Rosistilla carotiformis	2528017	S	1657	711	2368	0.00064
Aureliella helgolandensis	2527968	S	4585	336	4921	0.00132
Anatilimnocola aggregata	2528021	S	4027	1172	5199	0.00140
Roseimaritima ulvae	980254	S	3431	212	3643	0.00098
Rhodopirellula baltica	265606	S	2783	270	3053	0.00082
Lignipirellula cremea	2528010	S	1929	557	2486	0.00067
Bremerella volcania	2527984	S	1707	327	2034	0.00055
Mariniblastus fucicola	980251	S	680	13	693	0.00019
Lacipirellula limnantheis	2528024	S	1464	162	1626	0.00044
Lacipirellula parvula	2650471	S	1297	95	1392	0.00037
Pirellulimonas nuda	2528009	S	1361	91	1452	0.00039
Aeoliella mucimassa	2527972	S	1009	85	1094	0.00029
Bythopirellula goksoyri	1400387	S	946	33	979	0.00026
Botrimarina mediterranea	2528022	S	902	54	956	0.00026
Thermogutta terrifontis	1331910	S	187	5	192	0.00005
Gimesia panareensis	2527978	S	1219	154	1373	0.00037
Gimesia chilikensis	2605989	S	693	296	989	0.00027
Gimesia maris	122	S	641	92	733	0.00020
Gimesia fumaroli	2527976	S	474	86	560	0.00015
Gimesia algae	2527971	S	452	107	559	0.00015
Gimesia alba	2527973	S	441	69	510	0.00014
Gimesia aquarii	2527964	S	432	35	467	0.00013
Gimesia benthica	2608982	S	404	420	824	0.00022
Planctopirus limnophila	120	S	2094	304	2398	0.00065
Planctopirus ephydatiae	2528019	S	1578	246	1824	0.00049
Planctomyces sp. SH-PL14	1632864	S	1174	67	1241	0.00033
Planctomyces sp. SH-PL62	1636152	S	756	353	1109	0.00030
Crateriforma conspicua	2527996	S	1774	465	2239	0.00060
Symmachiella dynata	2527995	S	1037	87	1124	0.00030
Fuerstia marisgermanicae	1891926	S	1029	3	1032	0.00028
Maioricimonas rarisocia	2528026	S	855	142	997	0.00027
Caulifigura coniformis	2527983	S	783	33	816	0.00022
Rubinisphaera brasiliensis	119	S	671	64	735	0.00020
Calycomorphotria hydatis	2528027	S	651	15	666	0.00018
Alienimonas californiensis	2527989	S	504	41	545	0.00015
Polystyrenella longa	2528007	S	447	44	491	0.00013
Thalassoglobus polymorphus	2527994	S	310	22	332	0.00009
Gemmata obscuriglobus	114	S	1642	145	1787	0.00048
Gemmata sp. SH-PL17	1630693	S	1015	406	1421	0.00038
Gemmata massiliana	1210884	S	978	346	1324	0.00036
Urbifossiella limnaea	2528023	S	1689	115	1804	0.00049
Frigoriglobus tundricola	2774151	S	1601	219	1820	0.00049
Limnoglobus roseus	2598579	S	1281	47	1328	0.00036
Tuwongella immobilis	692036	S	641	30	671	0.00018
Aquisphaera giovannonii	406548	S	1060	172	1232	0.00033
Paludisphaera borealis	1387353	S	1042	255	1297	0.00035
Tautonia plasticadhaerens	2527974	S	844	54	898	0.00024
Singulisphaera acidiphila	466153	S	777	172	949	0.00026
Isosphaera pallida	128	S	344	30	374	0.00010
Humisphaera borealis	2807512	S	1280	9	1289	0.00035
Phycisphaera mikurensis	547188	S	304	14	318	0.00009
Poriferisphaera corsica	2528020	S	44	0	44	0.00001
Sedimentisphaera cyanobacteriorum	1940790	S	32	116	148	0.00004
Limihaloglobus sulfuriphilus	1851148	S	42	0	42	0.00001
Anaerohalosphaera lusitana	1936003	S	82	1	83	0.00002
Candidatus Kuenenia stuttgartiensis	174633	S	78	0	78	0.00002
Nibricoccus aquaticus	2576891	S	8254	230	8484	0.00228
Opitutus sp. GAS368	1882749	S	2274	218	2492	0.00067
Opitutus terrae	107709	S	1509	32	1541	0.00041
Lacunisphaera limnophila	1838286	S	2046	178	2224	0.00060
Ereboglobus luteus	1796921	S	774	36	810	0.00022
Coraliomargarita akajimensis	395922	S	67	0	67	0.00002
Verrucomicrobium spinosum	2736	S	1574	128	1702	0.00046
Verrucomicrobium sp. GAS474	1882831	S	589	39	628	0.00017
Roseimicrobium sp. ORNL1	2711231	S	2053	66	2119	0.00057
Luteolibacter luteus	2728835	S	1422	13	1435	0.00039
Akkermansia muciniphila	239935	S	276	16	292	0.00008
Akkermansia glycaniphila	1679444	S	169	7	176	0.00005
Methylacidimicrobium sp. AP8	2730359	S	136	10	146	0.00004
Methylacidimicrobium sp. B4	2796139	S	85	13	98	0.00003
Methylacidiphilum kamchatkense	431057	S	37	1	38	0.00001
Methylacidiphilum sp. IT6	2795386	S	23	0	23	0.00001
Methylacidiphilum sp. IT5	2795384	S	10	4	14	0.00000
Methylacidiphilum infernorum	511746	S	24	11	35	0.00001
Candidatus Xiphinematobacter sp. Idaho Grape	1704307	S	48	4	52	0.00001
Chlamydia sp. S15-834C	1967783	S	26	2434	2460	0.00066
Candidatus Protochlamydia amoebophila	362787	S	14	1	15	0.00000
Candidatus Protochlamydia naegleriophila	389348	S	14	1	15	0.00000
Neochlamydia sp. S13	1353976	S	15	0	15	0.00000
Simkania negevensis	83561	S	16	0	16	0.00000
Waddlia chondrophila	71667	S	13	0	13	0.00000
Kiritimatiella glycovorans	1307763	S	144	431	575	0.00015
Candidatus Vampirococcus archaeovorus	1930593	S	16	0	16	0.00000
Granulicella sp. WH15	2602070	S	260	29	289	0.00008
Granulicella sp. 5B5	1617967	S	166	15	181	0.00005
Granulicella mallensis	940614	S	246	18	264	0.00007
Granulicella tundricola	940615	S	176	14	190	0.00005
Terriglobus roseus	392734	S	338	28	366	0.00010
Terriglobus albidus	1592106	S	204	11	215	0.00006
Terriglobus saanensis	870903	S	132	10	142	0.00004
Acidobacterium sp. 4Y35	2763107	S	205	9	214	0.00006
Acidobacterium capsulatum	33075	S	178	13	191	0.00005
Candidatus Koribacter versatilis	658062	S	251	3	254	0.00007
Edaphobacter sp. 4G125	2763071	S	107	11	118	0.00003
Edaphobacter sp. 12200R-103	2703788	S	96	11	107	0.00003
Acidisarcina polymorpha	2211140	S	147	7	154	0.00004
Candidatus Solibacter usitatus	332163	S	797	26	823	0.00022
Paludibaculum fermentans	1473598	S	651	9	660	0.00018
Luteitalea pratensis	1855912	S	2257	54	2311	0.00062
Chloracidobacterium thermophilum	458033	S	218	23	241	0.00006
Thermotomaculum hydrothermale	981385	S	19	0	19	0.00001
Thermosipho africanus	2421	S	20	2243	2263	0.00061
Thermosipho sp. FR-w03	2814656	S	10	93	103	0.00003
Thermotoga profunda	1508420	S	11	31	42	0.00001
Defluviitoga tunisiensis	1006576	S	11	11	22	0.00001
Kosmotoga pacifica	1330330	S	13	0	13	0.00000
Nitrospira moscoviensis	42253	S	939	60	999	0.00027
Nitrospira japonica	1325564	S	381	45	426	0.00011
Nitrospira sp. KM1	1936990	S	286	25	311	0.00008
Candidatus Nitrospira inopinata	1715989	S	262	20	282	0.00008
Leptospirillum ferrooxidans	180	S	17	22	39	0.00001
Dissulfurispira thermophila	2715679	S	25	0	25	0.00001
Treponema parvum	138851	S	87	0	87	0.00002
Treponema sp. OMZ 838	1539298	S	16	2	18	0.00000
Treponema sp. Marseille-Q4132	2766701	S	14	0	14	0.00000
Treponema sp. RCC2812	2787628	S	10	0	10	0.00000
Treponema azotonutricium	150829	S	46	0	46	0.00001
Treponema socranskii	53419	S	39	0	39	0.00001
Treponema ruminis	744515	S	33	0	33	0.00001
Treponema primitia	88058	S	26	0	26	0.00001
Treponema brennaborense	81028	S	23	4	27	0.00001
Treponema denticola	158	S	22	25	47	0.00001
Treponema phagedenis	162	S	20	3	23	0.00001
Treponema caldarium	215591	S	16	1	17	0.00000
Treponema succinifaciens	167	S	14	6	20	0.00001
Spirochaeta thermophila	154	S	121	0	121	0.00003
Spirochaeta africana	46355	S	28	0	28	0.00001
Sphaerochaeta coccoides	273376	S	57	0	57	0.00002
Sphaerochaeta globosa	1131703	S	17	0	17	0.00000
Salinispira pacifica	1307761	S	23	0	23	0.00001
Thiospirochaeta perfilievii	252967	S	20	0	20	0.00001
Oceanispirochaeta crateris	2518645	S	16	0	16	0.00000
Sediminispirochaeta smaragdinae	55206	S	11	0	11	0.00000
Borrelia sp. A-FGy1	2608247	S	13	5	18	0.00000
Borrelia miyamotoi	47466	S	12	5	17	0.00000
Borrelia hermsii	140	S	10	8	18	0.00000
Borrelia turcica	229155	S	10	4	14	0.00000
Leptospira santarosai	28183	S	45	4	49	0.00001
Leptospira interrogans	173	S	32	2	34	0.00001
Leptospira biflexa	172	S	22	-22	0	0.00000
Leptospira tipperaryensis	2564040	S	22	0	22	0.00001
Leptospira kmetyi	408139	S	20	1	21	0.00001
Leptospira weilii	28184	S	14	4	18	0.00000
Leptospira mayottensis	1137606	S	14	4	18	0.00000
Leptospira borgpetersenii	174	S	12	6	18	0.00000
Turneriella parva	29510	S	130	0	130	0.00003
Brachyspira pilosicoli	52584	S	23	1	24	0.00001
Brachyspira intermedia	84377	S	18	2	20	0.00001
Brachyspira murdochii	84378	S	16	1	17	0.00000
Brachyspira hyodysenteriae	159	S	13	5	18	0.00000
Sulfurihydrogenibium sp. YO3AOP1	436114	S	18	2	20	0.00001
Persephonella marina	309805	S	14	0	14	0.00000
Fusobacterium nucleatum	851	S	54	40	94	0.00003
Fusobacterium ulcerans	861	S	26	3	29	0.00001
Fusobacterium pseudoperiodonticum	2663009	S	22	27	49	0.00001
Fusobacterium sp. NSJ-57	2764326	S	20	19	39	0.00001
Fusobacterium varium	856	S	20	2	22	0.00001
Fusobacterium mortiferum	850	S	18	1	19	0.00001
Fusobacterium hwasookii	1583098	S	10	8	18	0.00000
Leptotrichia sp. oral taxon 498	712368	S	24	14	38	0.00001
Leptotrichia wadei	157687	S	26	12	38	0.00001
Leptotrichia hongkongensis	554406	S	14	7	21	0.00001
Leptotrichia buccalis	40542	S	13	4	17	0.00000
Leptotrichia hofstadii	157688	S	10	3	13	0.00000
Streptobacillus moniliformis	34105	S	30	9	39	0.00001
Sebaldella termitidis	826	S	17	0	17	0.00000
Aminomonas paucivorans	81412	S	60	0	60	0.00002
Fretibacterium fastidiosum	651822	S	50	0	50	0.00001
Cloacibacillus porcorum	1197717	S	44	4	48	0.00001
Thermanaerovibrio velox	108007	S	24	1	25	0.00001
Thermanaerovibrio acidaminovorans	81462	S	13	1	14	0.00000
Jonquetella anthropi	428712	S	36	3	39	0.00001
Acetomicrobium mobile	97477	S	25	0	25	0.00001
Aminobacterium colombiense	81468	S	10	0	10	0.00000
Candidatus Nanosynbacter lyticus	2093824	S	46	12	58	0.00002
Candidatus Saccharimonas aalborgensis	1332188	S	36	2	38	0.00001
Candidatus Bipolaricaulis anaerobius	2026885	S	35	0	35	0.00001
Candidatus Babela massiliensis	673862	S	16	0	16	0.00000
Thermosulfuriphilus ammonigenes	1936021	S	57	0	57	0.00002
Thermodesulfobacterium commune	1741	S	16	0	16	0.00000
Thermosulfurimonas marina	2047767	S	23	0	23	0.00001
Thermodesulfatator indicus	171695	S	18	0	18	0.00000
Caldithrix abyssi	187145	S	101	0	101	0.00003
Flexistipes sinusarabici	2352	S	34	0	34	0.00001
Deferribacter desulfuricans	197162	S	21	0	21	0.00001
Calditerrivibrio nitroreducens	477976	S	21	0	21	0.00001
Denitrovibrio acetiphilus	118000	S	15	0	15	0.00000
Endomicrobium proavitum	1408281	S	24	14	38	0.00001
Elusimicrobium minutum	423605	S	23	0	23	0.00001
Desulfurispirillum indicum	936456	S	32	5	37	0.00001
Abyssogena phaseoliformis symbiont	596095	S	11	4	15	0.00000
Homo sapiens	9606	S	322715	3845	326560	0.08791
Zymoseptoria tritici	1047171	S	4622	159	4781	0.00129
Cercospora beticola	122368	S	78	0	78	0.00002
Fusarium oxysporum	5507	S	158	46	204	0.00005
Fusarium graminearum	5518	S	52	21	73	0.00002
Fusarium venenatum	56646	S	37	50	87	0.00002
Fusarium pseudograminearum	101028	S	27	7	34	0.00001
Fusarium fujikuroi	5127	S	53	9	62	0.00002
Fusarium verticillioides	117187	S	44	9	53	0.00001
Drechmeria coniospora	98403	S	296	5	301	0.00008
Pochonia chlamydosporia	280754	S	84	0	84	0.00002
Colletotrichum higginsianum	80884	S	274	68	342	0.00009
Thermothielavioides terrestris	2587410	S	302	15	317	0.00009
Thermothelomyces thermophilus	78579	S	180	5	185	0.00005
Neurospora crassa	5141	S	194	7	201	0.00005
Pyricularia oryzae	318829	S	157	24	181	0.00005
Pyricularia pennisetigena	1578925	S	134	12	146	0.00004
Pyricularia grisea	148305	S	57	4	61	0.00002
Botrytis cinerea	40559	S	183	3	186	0.00005
Aspergillus oryzae	5062	S	81	4	85	0.00002
Aspergillus fumigatus	746128	S	62	4	66	0.00002
Talaromyces rugulosus	121627	S	126	24	150	0.00004
Naumovozyma dairenensis	27289	S	281	19	300	0.00008
Naumovozyma castellii	27288	S	50	6	56	0.00002
Eremothecium cymbalariae	45285	S	141	9	150	0.00004
Eremothecium gossypii	33169	S	53	77	130	0.00003
Eremothecium sinecaudum	45286	S	19	20	39	0.00001
Tetrapisispora blattae	1071379	S	137	10	147	0.00004
Tetrapisispora phaffii	113608	S	69	3	72	0.00002
Kluyveromyces marxianus	4911	S	100	18	118	0.00003
Kluyveromyces lactis	28985	S	32	4	36	0.00001
Kazachstania africana	432096	S	74	5	79	0.00002
Kazachstania naganishii	588726	S	53	4	57	0.00002
Saccharomyces eubayanus	1080349	S	40	2	42	0.00001
Saccharomyces paradoxus	27291	S	37	2	39	0.00001
Saccharomyces cerevisiae	4932	S	30	6	36	0.00001
Torulaspora globosa	48254	S	51	5	56	0.00002
Torulaspora delbrueckii	4950	S	22	3	25	0.00001
[Candida] glabrata	5478	S	42	2	44	0.00001
Zygosaccharomyces rouxii	4956	S	33	2	35	0.00001
Zygotorulaspora mrakii	42260	S	30	7	37	0.00001
Lachancea thermotolerans	381046	S	29	3	32	0.00001
Candida dubliniensis	42374	S	135	19	154	0.00004
Candida albicans	5476	S	107	14	121	0.00003
Candida orthopsilosis	273371	S	51	1	52	0.00001
Scheffersomyces stipitis	4924	S	54	2	56	0.00002
Debaryomyces hansenii	4959	S	30	0	30	0.00001
Brettanomyces nanus	13502	S	103	15	118	0.00003
Pichia kudriavzevii	4909	S	63	3	66	0.00002
Ogataea parapolymorpha	1005962	S	41	1	42	0.00001
Yarrowia lipolytica	4952	S	97	3	100	0.00003
Sugiyamaella lignohabitans	796027	S	70	8	78	0.00002
Komagataella phaffii	460519	S	19	0	19	0.00001
Schizosaccharomyces pombe	4896	S	2022	46	2068	0.00056
Ustilago maydis	5270	S	140	0	140	0.00004
Sporisorium graminicola	280036	S	135	15	150	0.00004
Malassezia restricta	76775	S	50	10	60	0.00002
Cryptococcus neoformans	5207	S	77	5	82	0.00002
Cryptococcus gattii VGI	37769	S	34	63	97	0.00003
Encephalitozoon romaleae	571949	S	16	0	16	0.00000
Encephalitozoon intestinalis	58839	S	10	9	19	0.00001
Plasmodium knowlesi	5850	S	2528	161	2689	0.00072
Plasmodium cynomolgi	5827	S	552	65	617	0.00017
Plasmodium malariae	5858	S	134	-2	132	0.00004
Plasmodium vivax	5855	S	65	5	70	0.00002
Plasmodium coatneyi	208452	S	3313	258	3571	0.00096
Plasmodium vinckei	5860	S	96	86	182	0.00005
Plasmodium yoelii	5861	S	77	71	148	0.00004
Plasmodium chabaudi	5825	S	60	50	110	0.00003
Plasmodium berghei	5821	S	56	54	110	0.00003
Plasmodium falciparum	5833	S	223	71	294	0.00008
Plasmodium gaboni	647221	S	60	28	88	0.00002
Plasmodium sp. gorilla clade G2	880535	S	45	18	63	0.00002
Plasmodium reichenowi	5854	S	41	15	56	0.00002
Plasmodium relictum	85471	S	178	4	182	0.00005
Babesia microti	5868	S	48	3	51	0.00001
Babesia bigemina	5866	S	42	7	49	0.00001
Babesia bovis	5865	S	33	7	40	0.00001
Theileria parva	5875	S	37	8	45	0.00001
Theileria annulata	5874	S	30	7	37	0.00001
Theileria orientalis	68886	S	20	2	22	0.00001
Theileria equi	5872	S	18	0	18	0.00000
Toxoplasma gondii	5811	S	2352	138	2490	0.00067
Besnoitia besnoiti	94643	S	334	1	335	0.00009
Neospora caninum	29176	S	187	0	187	0.00005
Cryptosporidium parvum	5807	S	142	4	146	0.00004
Thalassiosira pseudonana	35128	S	9791	96	9887	0.00266
Phaeodactylum tricornutum	2850	S	245	0	245	0.00007
Bigelowiella natans	227086	S	8055	75	8130	0.00219
Guillardia theta	55529	S	9250	593	9843	0.00265
Cryptomonas paramecium	2898	S	2332	95	2427	0.00065
Hemiselmis andersenii	464988	S	26	0	26	0.00001
Dictyostelium discoideum	44689	S	2137	3	2140	0.00058
Leishmania donovani	5661	S	14	74	88	0.00002
Leishmania infantum	5671	S	12	63	75	0.00002
Leishmania mexicana	5665	S	105	31	136	0.00004
Leishmania major	5664	S	101	83	184	0.00005
Leishmania braziliensis	5660	S	54	49	103	0.00003
Leishmania panamensis	5679	S	20	19	39	0.00001
Trypanosoma brucei	5691	S	105	11	116	0.00003
Halosimplex rubrum	869889	S	96	30	126	0.00003
Halosimplex litoreum	1198301	S	92	9	101	0.00003
Halosimplex pelagicum	869886	S	84	18	102	0.00003
Natronomonas sp. YPL13	1710540	S	145	7	152	0.00004
Natronomonas sp. C90	2747817	S	51	1	52	0.00001
Natronomonas moolapensis	416273	S	44	1	45	0.00001
Natronomonas pharaonis	2257	S	11	0	11	0.00000
Haloarcula sp. JP-L23	2716717	S	36	1	37	0.00001
Haloarcula taiwanensis	1932004	S	21	20	41	0.00001
Haloarcula marismortui	2238	S	10	24	34	0.00001
Halorhabdus sp. CBA1104	1380432	S	47	1	48	0.00001
Halorhabdus tiamatea	430914	S	43	9	52	0.00001
Halorhabdus utahensis	146826	S	26	1	27	0.00001
Halomicrobium sp. LC1Hm	2610902	S	38	71	109	0.00003
Halorientalis sp. IM1011	1932360	S	65	2	67	0.00002
Halapricum salinum	1457250	S	63	1	64	0.00002
Halobacterium sp. DL1	751944	S	80	69	149	0.00004
Halobacterium hubeiense	1407499	S	71	49	120	0.00003
Halorussus sp. RC-68	2505977	S	62	0	62	0.00002
Halorussus sp. ZS-3	2650975	S	39	0	39	0.00001
